from_postcode,BR68ND,CR77YE,E111NR,E11FR,E138SL,E96SR,EN53DJ,HA13UJ,KT27QB,N181QX,NW12BU,NW32QG,RM70AG,SE136LH,SE17EH,SE59RS,SM51AA,SW109NH,SW170QT,TW76AF,UB83NN,W68RF
Haringey 014A,38.2781,28.6825,17.5224,13.8719,30.0384,11.3687,10.1171,18.9826,31.8115,9.1784,10.7429,7.5096,30.8728,26.5965,15.1235,19.6084,32.4373,18.0439,26.8051,25.7621,31.1857,26.2836
Haringey 014B,49.3339,34.3147,17.0009,13.9762,29.4126,11.3687,9.4913,19.1912,32.0201,8.5526,10.7429,7.5096,30.247,37.6523,15.1235,25.3449,36.9222,22.5288,31.29,25.9707,31.3943,26.3879
Haringey 014C,49.5425,33.7932,17.2095,13.9762,29.6212,11.6816,9.6999,18.5654,31.4986,8.8655,10.8472,6.8838,30.5599,37.8609,15.2278,24.7191,36.4007,21.903,30.7685,25.4492,30.8728,25.8664
Haringey 014D,37.8609,28.2653,17.2095,13.4547,29.6212,10.9515,9.6999,18.5654,31.3943,8.7612,10.3257,7.0924,30.4556,26.1793,14.7063,19.1912,32.0201,17.6267,26.3879,25.3449,30.7685,25.8664
Haringey 015A,34.8362,30.1427,10.5343,10.9515,22.946,7.8225,15.4364,26.5965,32.333,3.2333,12.2031,12.6203,23.7804,23.0503,16.5837,21.0686,33.8975,19.5041,28.2653,33.376,38.7996,22.1116
Haringey 015B,34.2104,29.6212,11.1601,10.43,16.4794,7.301,15.7493,26.8051,31.7072,3.6505,11.6816,12.0988,24.4062,22.5288,16.0622,20.5471,33.376,18.8783,27.7438,33.5846,39.0082,21.5901
Haringey 015C,34.1061,29.4126,6.6752,10.3257,12.0988,7.1967,16.688,27.7438,31.6029,4.7978,11.5773,11.8902,25.7621,22.4245,15.8536,20.4428,33.1674,18.774,27.5352,34.5233,39.9469,21.4858
Haringey 015D,33.7932,29.204,11.3687,10.0128,23.7804,6.8838,16.3751,27.4309,31.3943,5.1107,11.2644,11.6816,24.6148,22.1116,15.645,20.1299,32.9588,18.5654,27.3266,34.3147,39.7383,21.1729
Haringey 016A,36.9222,28.3696,14.1848,13.1418,26.7008,10.0128,11.9945,21.7987,34.6276,5.8408,10.43,13.8719,27.5352,25.2406,14.8106,19.2955,32.1244,17.6267,26.4922,28.5782,34.0018,20.3385
Haringey 016B,37.0265,28.9954,14.1848,13.2461,26.5965,10.1171,11.9945,21.5901,34.419,5.8408,11.0558,13.6633,27.5352,25.3449,15.3321,19.9213,32.7502,18.2525,27.0137,28.3696,33.7932,28.8911
Haringey 016C,35.462,28.3696,14.7063,11.6816,27.118,8.5526,11.8902,22.2159,35.0448,6.3623,10.43,9.5956,28.0567,23.7804,14.8106,19.2955,32.1244,17.731,26.4922,28.9954,34.419,20.3385
Haringey 016D,35.1491,27.9524,14.3934,11.3687,26.8051,8.1354,12.8289,22.6331,35.462,5.9451,10.0128,10.43,27.6395,23.4675,14.3934,18.9826,31.7072,17.3138,26.075,29.4126,34.8362,20.0256
Haringey 017A,38.4867,32.8545,17.9396,13.4547,30.4556,11.473,16.8966,17.731,30.5599,9.5956,10.2214,6.258,31.29,22.2159,14.602,23.8847,35.462,21.0686,29.8298,24.5105,29.9341,25.032
Haringey 017B,38.9039,32.333,19.5041,14.0805,31.9158,13.7676,16.3751,17.2095,30.0384,11.0558,10.8472,5.6322,32.7502,22.8417,15.2278,23.2589,34.9405,20.5471,29.3083,23.989,29.4126,24.4062
Haringey 017C,38.9039,32.8545,18.4611,14.602,30.8728,11.9945,16.8966,17.731,30.5599,10.1171,11.473,6.258,31.8115,23.3632,15.7493,23.8847,35.462,21.0686,29.8298,24.5105,29.9341,25.032
Haringey 017D,48.7081,33.0631,16.3751,14.602,28.7868,15.9579,8.8655,17.9396,30.7685,7.9268,16.688,9.9085,29.6212,37.0265,19.817,24.0933,35.6706,21.2772,30.0384,24.7191,30.1427,25.1363
Haringey 018A,34.419,29.8298,12.0988,10.6386,16.5837,7.5096,14.9149,25.9707,31.9158,3.9634,11.8902,12.3074,25.3449,22.7374,16.1665,20.7557,33.5846,19.0869,27.9524,32.7502,38.1738,21.7987
Haringey 018B,33.5846,28.8911,8.0311,9.6999,15.7493,6.5709,15.9579,27.0137,31.0814,4.0677,10.9515,11.3687,25.4492,21.7987,15.3321,19.817,32.6459,18.2525,27.0137,33.7932,39.2168,20.86
Haringey 018C,34.419,29.8298,8.8655,10.6386,16.5837,7.5096,16.7923,27.8481,31.9158,4.9021,11.8902,12.3074,26.3879,22.7374,16.1665,20.7557,33.5846,19.0869,27.9524,34.7319,40.0512,21.7987
Haringey 018D,34.1061,29.4126,8.5526,10.3257,16.2708,7.0924,16.4794,27.5352,31.6029,4.5892,11.473,11.8902,25.9707,22.4245,15.8536,20.4428,33.1674,18.774,27.5352,34.3147,39.7383,21.4858
Haringey 019A,36.2964,28.161,13.6633,12.516,26.075,9.2827,14.8106,22.8417,35.6706,5.215,10.3257,10.6386,26.9094,24.6148,14.602,19.1912,31.9158,17.5224,26.2836,29.7255,35.0448,20.2342
Haringey 019B,34.8362,28.3696,13.6633,10.9515,17.0009,7.8225,14.8106,25.8664,38.6953,5.215,10.43,10.8472,26.9094,23.0503,14.7063,19.2955,32.1244,17.6267,26.4922,32.6459,38.0695,20.3385
Haringey 019C,34.7319,27.5352,14.1848,10.9515,26.7008,7.7182,12.7246,22.4245,35.3577,5.8408,9.6999,10.0128,27.5352,23.0503,13.9762,18.5654,31.29,16.8966,25.6578,29.3083,34.7319,19.6084
Haringey 019D,34.1061,27.8481,13.9762,10.3257,16.3751,7.1967,13.559,23.2589,30.0384,5.5279,9.9085,10.3257,27.2223,22.4245,14.2891,18.774,31.6029,17.2095,25.9707,30.1427,35.462,19.817
Haringey 020B,32.1244,20.9643,27.8481,12.516,19.2955,13.4547,19.0869,13.559,22.0073,19.3998,5.7365,3.7548,32.333,19.1912,8.6569,11.9945,23.5718,9.1784,17.9396,18.4611,25.8664,9.0741
Haringey 020C,36.4007,27.4309,15.645,12.7246,28.0567,9.387,11.6816,20.2342,33.0631,7.1967,9.5956,8.6569,28.8911,24.7191,13.8719,18.4611,31.1857,16.7923,25.5535,27.0137,32.4373,19.5041
Haringey 020D,36.6093,28.0567,15.8536,13.3504,28.2653,9.5956,11.6816,20.1299,32.9588,7.4053,10.2214,8.6569,29.0997,24.9277,14.4977,19.0869,31.8115,17.4181,26.1793,27.0137,32.333,20.1299
Haringey 020E,35.462,28.3696,14.7063,11.6816,27.118,8.5526,12.0988,21.0686,33.8975,6.258,10.43,9.4913,27.9524,23.7804,14.8106,19.2955,32.1244,17.6267,26.4922,27.8481,33.2717,20.3385
Haringey 020F,36.4007,28.161,15.645,13.4547,28.0567,9.387,11.7859,20.2342,33.0631,7.1967,10.3257,8.7612,28.8911,24.7191,14.602,19.1912,31.9158,17.5224,26.2836,27.118,32.4373,20.2342
Haringey 021A,37.3394,28.4739,17.8353,13.7676,30.247,10.43,10.3257,18.774,31.6029,9.387,10.5343,7.301,31.0814,25.6578,14.9149,19.3998,32.2287,17.8353,26.5965,25.6578,30.9771,26.075
Haringey 021B,38.1738,27.8481,17.6267,13.0375,30.1427,11.1601,10.2214,18.1482,30.9771,9.2827,9.9085,6.6752,30.9771,21.903,14.2891,18.774,31.6029,17.2095,25.9707,24.9277,30.3513,25.4492
Haringey 021C,37.8609,28.0567,17.8353,13.3504,30.247,10.9515,10.3257,18.3568,31.1857,9.387,10.1171,6.8838,31.0814,22.1116,14.4977,18.9826,31.8115,17.4181,26.1793,25.2406,30.5599,25.6578
Haringey 021D,37.6523,27.5352,17.1052,12.7246,29.5169,12.4117,11.1601,18.9826,31.8115,8.6569,9.5956,6.258,30.4556,21.4858,13.9762,18.4611,31.29,16.8966,25.6578,25.7621,31.1857,19.5041
Haringey 022A,36.505,28.0567,15.7493,13.2461,28.161,9.5956,11.3687,19.9213,32.7502,7.301,10.1171,8.4483,28.9954,24.8234,14.4977,18.9826,31.8115,17.4181,26.1793,26.7008,32.1244,27.2223
Haringey 022B,37.2351,28.8911,16.4794,14.1848,28.8911,10.2214,10.7429,19.2955,32.1244,8.0311,11.0558,7.7182,29.7255,25.5535,15.3321,19.9213,32.6459,18.2525,27.0137,26.075,31.4986,26.4922
Haringey 022C,36.7136,28.2653,15.9579,13.559,28.4739,9.8042,11.0558,19.5041,32.333,7.6139,10.3257,8.0311,29.3083,25.032,14.7063,19.2955,32.0201,17.6267,26.3879,26.2836,31.7072,26.8051
Haringey 022D,36.8179,27.4309,15.9579,12.7246,28.4739,9.8042,11.473,19.9213,32.7502,7.6139,9.4913,6.5709,29.3083,25.032,13.8719,18.3568,31.1857,16.7923,25.5535,26.8051,32.1244,19.3998
Haringey 023A,34.7319,27.8481,15.0192,10.9515,27.4309,7.8225,13.4547,21.2772,34.1061,6.5709,9.9085,9.8042,28.2653,23.0503,14.2891,18.774,31.6029,17.2095,25.9707,28.0567,33.4803,19.817
Haringey 023B,34.3147,27.4309,14.9149,10.5343,16.5837,7.4053,13.4547,23.2589,29.6212,6.5709,9.4913,9.9085,28.2653,22.6331,13.8719,18.4611,31.1857,16.7923,25.5535,30.0384,35.462,19.3998
Haringey 023C,35.2534,28.0567,14.3934,11.3687,26.9094,8.2397,12.9332,22.7374,35.5663,6.0494,10.1171,10.5343,27.7438,23.4675,14.4977,19.0869,31.8115,17.4181,26.1793,29.5169,34.9405,20.0256
Haringey 023D,34.3147,27.3266,14.9149,10.43,16.4794,7.301,13.3504,23.1546,29.5169,6.4666,9.4913,9.8042,28.161,22.5288,13.7676,18.3568,31.0814,16.688,25.4492,29.9341,35.3577,19.3998
Haringey 024A,33.2717,28.5782,8.6569,9.387,15.4364,6.258,16.5837,27.6395,30.7685,4.6935,10.6386,11.0558,26.075,21.4858,15.0192,19.5041,32.333,17.9396,26.7008,34.419,39.8426,20.5471
Haringey 024B,32.5416,27.9524,8.344,8.7612,14.8106,5.6322,16.2708,27.3266,30.1427,4.3806,10.0128,10.43,25.8664,20.86,14.3934,18.8783,31.7072,17.3138,26.075,34.2104,39.5297,19.9213
Haringey 024C,32.8545,28.2653,8.6569,9.0741,15.1235,5.9451,16.5837,27.6395,30.3513,4.6935,10.3257,10.7429,26.075,21.1729,14.7063,19.1912,32.0201,17.6267,26.3879,34.419,39.8426,20.2342
Haringey 024D,32.6459,27.3266,8.7612,8.8655,14.8106,5.6322,16.688,27.7438,29.4126,4.7978,9.387,9.8042,26.1793,20.9643,13.7676,18.2525,31.0814,16.688,25.4492,28.2653,39.9469,19.2955
Haringey 025A,32.7502,28.0567,7.7182,8.9698,14.9149,5.7365,15.645,26.7008,30.247,3.7548,10.1171,10.5343,25.1363,21.0686,14.4977,19.0869,31.8115,17.4181,26.1793,33.4803,38.9039,20.0256
Haringey 025B,32.8545,28.161,7.301,9.0741,15.0192,5.8408,16.4794,27.5352,30.3513,4.5892,10.2214,10.6386,25.6578,21.0686,14.602,19.1912,31.9158,17.5224,26.2836,34.3147,39.7383,20.1299
Haringey 025C,32.5416,27.9524,7.5096,8.7612,14.8106,5.6322,16.2708,27.3266,30.0384,4.3806,10.0128,10.43,25.8664,20.86,14.3934,18.8783,31.7072,17.3138,26.075,34.2104,39.5297,19.9213
Haringey 025D,32.8545,28.161,8.0311,8.9698,15.0192,5.8408,16.4794,27.6395,30.3513,4.6935,10.2214,10.6386,26.075,21.0686,14.602,19.0869,31.9158,17.5224,26.2836,34.419,39.8426,20.1299
Haringey 026A,33.376,28.0567,9.387,9.5956,15.5407,6.4666,13.7676,23.5718,30.247,5.4236,10.1171,10.5343,26.8051,21.6944,14.4977,18.9826,31.8115,17.4181,26.1793,30.3513,35.7749,20.0256
Haringey 026B,33.5846,27.9524,9.4913,9.8042,15.7493,6.6752,17.4181,24.4062,30.1427,5.5279,10.0128,10.43,26.9094,21.903,14.3934,18.9826,31.7072,17.3138,26.075,31.1857,36.6093,19.9213
Haringey 026C,32.6459,27.3266,8.8655,8.7612,14.8106,5.6322,16.7923,27.8481,29.4126,4.9021,9.387,9.6999,26.3879,20.86,13.6633,18.2525,31.0814,16.5837,25.4492,28.2653,40.0512,19.2955
Haringey 026D,33.0631,27.7438,9.2827,9.2827,15.2278,6.1537,17.2095,23.8847,29.9341,5.3193,9.8042,10.2214,26.7008,21.3815,14.1848,18.6697,31.4986,17.1052,25.8664,30.7685,36.0878,19.7127
Haringey 027A,33.1674,27.0137,9.6999,9.387,15.3321,6.258,14.0805,23.7804,29.204,5.8408,9.1784,9.4913,27.2223,21.4858,13.4547,18.0439,30.8728,16.3751,25.1363,30.5599,35.9835,19.0869
Haringey 027B,33.7932,26.5965,15.2278,11.8902,15.9579,6.7795,13.6633,23.4675,28.7868,6.7795,8.7612,9.0741,28.4739,22.1116,13.0375,17.6267,30.3513,15.9579,24.7191,30.247,35.6706,18.6697
Haringey 027C,34.0018,26.3879,15.5407,11.5773,16.1665,6.9881,14.0805,23.7804,28.5782,7.0924,8.4483,8.8655,28.7868,22.3202,12.8289,17.3138,30.1427,15.7493,24.5105,27.3266,35.9835,18.3568
Haringey 027D,33.8975,27.118,9.8042,10.0128,16.0622,6.8838,13.9762,23.6761,29.3083,5.8408,9.1784,9.5956,27.2223,22.1116,13.559,18.1482,30.8728,16.4794,25.2406,30.5599,35.9835,19.1912
Haringey 028A,36.2964,27.8481,15.5407,13.1418,27.9524,9.387,12.6203,21.1729,34.0018,7.0924,9.9085,6.4666,28.8911,24.6148,14.2891,18.8783,31.6029,17.2095,25.9707,27.9524,33.376,19.817
Haringey 028B,36.4007,27.4309,15.645,12.6203,28.0567,9.4913,12.2031,20.6514,33.4803,7.1967,9.4913,6.0494,28.8911,24.7191,13.7676,18.3568,31.1857,16.688,25.4492,27.4309,32.8545,19.3998
Haringey 028C,35.1491,26.5965,16.2708,11.7859,17.3138,8.1354,13.2461,20.9643,28.7868,7.9268,8.6569,6.1537,29.6212,23.4675,13.0375,17.5224,30.3513,15.9579,24.7191,27.7438,33.1674,18.5654
Haringey 028D,35.8792,26.4922,16.0622,11.7859,18.0439,8.8655,13.0375,20.6514,28.6825,7.6139,8.6569,5.8408,29.3083,24.1976,12.9332,17.5224,30.247,15.8536,24.6148,27.5352,32.8545,18.5654
Haringey 029A,31.9158,24.3019,8.4483,8.1354,14.0805,5.0064,17.0009,28.0567,30.0384,5.1107,9.9085,10.3257,26.5965,20.2342,14.2891,15.2278,31.6029,17.2095,25.9707,34.9405,40.2598,19.817
Haringey 029B,32.1244,24.5105,9.0741,8.2397,14.2891,5.1107,17.0009,28.0567,30.1427,5.1107,10.1171,10.43,26.4922,20.3385,14.3934,15.4364,31.7072,17.3138,26.075,34.8362,40.2598,20.0256
Haringey 029C,31.4986,24.4062,8.0311,7.7182,13.7676,4.5892,17.4181,28.4739,30.4556,5.5279,10.43,10.8472,25.032,19.817,14.8106,15.4364,32.1244,17.731,26.4922,29.3083,40.677,20.3385
Haringey 029D,31.4986,23.8847,8.0311,7.7182,13.6633,4.5892,17.0009,28.0567,29.8298,5.1107,9.6999,10.1171,24.9277,19.817,14.0805,14.8106,31.3943,17.0009,25.7621,28.5782,40.2598,19.6084
Haringey 030A,37.548,27.4309,19.6084,12.7246,32.0201,12.4117,15.8536,16.688,29.5169,11.1601,9.4913,5.215,32.8545,21.4858,13.8719,18.4611,31.1857,16.7923,25.5535,23.4675,28.8911,23.989
Haringey 030B,36.8179,26.7008,21.7987,11.9945,18.774,11.6816,17.731,18.5654,31.3943,13.3504,8.7612,4.4849,35.0448,20.7557,13.1418,17.6267,30.4556,16.0622,24.8234,25.4492,30.7685,18.6697
Haringey 030C,37.7566,27.6395,20.4428,12.9332,19.7127,12.6203,16.3751,17.2095,30.0384,11.9945,9.6999,5.7365,33.6889,21.6944,14.0805,18.6697,34.9405,20.5471,29.3083,24.0933,29.4126,24.5105
Haringey 030D,36.6093,26.5965,20.5471,11.7859,18.5654,11.473,16.4794,17.4181,30.247,12.0988,8.6569,5.8408,33.7932,20.5471,12.9332,17.5224,30.3513,15.8536,24.6148,24.1976,29.6212,18.5654
Haringey 031A,34.5233,27.2223,15.645,12.4117,16.688,7.5096,14.0805,21.903,29.3083,7.1967,9.2827,9.6999,28.8911,22.8417,13.559,18.1482,30.9771,16.4794,25.3449,28.6825,34.1061,19.1912
Haringey 031B,34.0018,26.3879,15.7493,11.5773,16.1665,7.0924,14.1848,23.989,28.5782,7.301,8.4483,8.8655,28.9954,22.3202,12.8289,17.3138,30.1427,15.7493,24.5105,27.3266,35.2534,18.3568
Haringey 031C,33.6889,26.075,11.1601,11.3687,15.8536,6.7795,14.4977,24.0933,28.2653,7.1967,8.1354,8.5526,28.6825,22.0073,12.516,17.1052,29.8298,15.4364,24.1976,27.0137,35.0448,18.0439
Haringey 031D,35.1491,23.6761,15.2278,10.3257,17.1052,10.7429,19.9213,20.7557,25.8664,11.2644,5.7365,3.2333,32.6459,20.4428,10.1171,14.602,27.4309,13.0375,21.7987,27.5352,32.9588,15.645
Haringey 032A,31.8115,24.1976,8.2397,8.0311,13.9762,4.7978,17.0009,28.0567,29.3083,5.215,9.2827,9.5956,26.5965,20.0256,13.559,15.1235,30.8728,16.4794,25.2406,28.0567,36.0878,19.1912
Haringey 032B,32.4373,26.7008,9.1784,8.6569,14.602,5.5279,17.1052,24.6148,28.7868,5.215,8.7612,9.1784,26.7008,20.7557,13.1418,17.6267,30.4556,16.0622,24.8234,27.6395,35.5663,18.6697
Haringey 032C,32.6459,26.2836,9.387,8.8655,14.8106,5.6322,17.3138,24.3019,28.4739,5.4236,8.344,8.7612,26.9094,20.9643,12.7246,17.3138,30.0384,15.645,24.4062,27.2223,35.2534,18.2525
Haringey 032D,33.2717,26.9094,10.0128,9.4913,15.4364,6.258,17.9396,24.9277,29.0997,6.0494,8.9698,9.387,27.4309,21.5901,13.3504,17.8353,30.6642,16.2708,25.032,27.8481,35.7749,18.8783
Haringey 033A,36.6093,26.7008,16.8966,11.8902,18.774,9.6999,18.3568,19.1912,32.0201,8.4483,8.7612,5.4236,30.1427,24.9277,13.1418,17.6267,30.4556,16.0622,24.8234,25.9707,31.3943,18.6697
Haringey 033B,36.505,26.2836,16.688,11.5773,18.774,9.5956,18.3568,19.1912,32.0201,8.2397,8.344,5.6322,29.9341,24.8234,12.7246,17.3138,30.0384,15.645,24.4062,25.9707,31.3943,18.2525
Haringey 033C,36.6093,26.4922,21.3815,11.7859,18.5654,11.473,17.3138,18.1482,31.0814,12.9332,8.6569,5.215,34.6276,20.5471,12.9332,17.5224,30.3513,15.8536,24.6148,25.032,30.3513,18.5654
Haringey 033D,36.6093,27.3266,16.5837,12.6203,18.8783,9.6999,18.1482,18.9826,31.8115,8.1354,9.4913,6.0494,29.8298,24.9277,13.7676,18.3568,31.0814,16.688,25.4492,25.8664,31.1857,19.3998
Haringey 034A,35.9835,26.5965,16.2708,11.8902,18.1482,9.0741,12.516,20.3385,28.7868,7.8225,8.7612,5.7365,29.5169,24.3019,13.0375,17.6267,30.3513,15.9579,24.7191,27.118,32.5416,18.6697
Haringey 034B,35.8792,26.4922,16.3751,11.7859,18.0439,8.8655,12.0988,19.9213,28.6825,8.0311,8.5526,5.3193,29.7255,24.0933,12.9332,17.5224,30.247,15.8536,24.6148,26.7008,32.1244,18.4611
Haringey 034C,36.1921,26.8051,16.0622,12.0988,18.3568,9.1784,12.2031,19.9213,28.9954,7.6139,8.8655,5.4236,29.3083,24.4062,13.2461,17.8353,30.5599,16.1665,24.9277,26.7008,32.1244,18.774
Haringey 034D,35.462,26.075,16.7923,11.3687,17.6267,8.5526,20.7557,21.6944,28.2653,8.344,8.2397,5.4236,30.0384,23.7804,12.516,17.1052,29.8298,15.4364,24.1976,28.4739,33.8975,18.1482
Haringey 035A,35.7749,25.7621,15.1235,10.9515,17.731,10.6386,19.1912,20.0256,27.8481,11.1601,7.8225,4.3806,32.5416,19.7127,12.0988,16.688,29.5169,15.0192,23.7804,26.9094,32.333,17.731
Haringey 035B,35.7749,25.7621,17.5224,10.9515,17.731,10.6386,17.731,18.6697,31.4986,9.1784,7.8225,4.3806,30.8728,19.7127,12.0988,16.688,29.5169,15.0192,23.7804,25.4492,30.8728,17.731
Haringey 035C,36.2964,26.1793,21.2772,11.473,18.2525,11.1601,17.3138,18.1482,30.9771,12.9332,8.2397,4.9021,34.6276,20.2342,12.6203,17.2095,29.9341,15.5407,24.3019,24.9277,30.3513,18.1482
Haringey 035D,35.8792,25.7621,21.6944,11.0558,17.8353,10.7429,17.6267,18.4611,31.29,13.2461,7.9268,4.4849,34.9405,19.817,12.2031,16.7923,29.5169,15.1235,23.8847,25.3449,30.6642,17.8353
Haringey 036A,34.6276,26.075,12.0988,11.3687,16.7923,7.7182,21.0686,21.903,28.2653,8.1354,8.2397,5.7365,29.6212,22.946,12.516,17.1052,29.8298,15.4364,24.1976,28.6825,34.1061,18.1482
Haringey 036B,34.5233,25.7621,11.9945,10.9515,16.688,7.6139,20.86,21.6944,27.9524,8.1354,7.8225,8.2397,29.5169,22.8417,12.2031,16.688,29.5169,15.1235,23.8847,26.7008,33.8975,17.731
Haringey 036C,34.8362,25.5535,12.4117,10.7429,17.1052,7.9268,20.5471,21.3815,27.7438,8.4483,7.6139,8.0311,29.8298,23.1546,11.9945,16.4794,29.3083,14.9149,23.6761,28.2653,33.5846,17.5224
Haringey 036D,34.7319,25.3449,12.2031,10.6386,16.8966,7.7182,20.7557,21.6944,27.5352,8.2397,7.4053,7.8225,29.6212,22.946,11.7859,16.2708,29.0997,14.7063,23.4675,26.2836,34.2104,17.3138
Haringey 037A,34.7319,30.1427,9.6999,10.9515,22.1116,7.8225,14.0805,25.2406,38.0695,1.6688,12.2031,12.6203,22.946,23.0503,16.5837,21.0686,33.8975,19.5041,28.2653,32.0201,37.4437,22.1116
Haringey 037B,34.419,29.8298,10.3257,10.6386,22.7374,7.5096,14.7063,25.7621,38.591,2.1903,11.8902,12.2031,23.5718,22.7374,16.1665,20.7557,33.5846,19.0869,27.8481,32.5416,37.9652,21.7987
Haringey 037C,34.5233,29.8298,10.5343,10.7429,22.946,7.5096,14.7063,25.7621,38.6953,2.3989,11.8902,12.3074,23.7804,22.8417,16.2708,20.86,33.5846,19.1912,27.9524,32.6459,37.9652,21.903
Haringey 037D,34.9405,30.3513,9.9085,11.1601,22.4245,8.0311,13.9762,25.032,37.8609,1.4602,12.4117,12.8289,23.2589,23.2589,16.7923,21.2772,34.1061,19.7127,28.4739,31.8115,37.2351,22.3202
Harrow 001A,94.8087,36.2964,28.8911,26.7008,41.3028,28.4739,9.9085,7.9268,34.0018,20.5471,19.9213,15.5407,42.2415,33.4803,23.0503,27.3266,38.9039,24.5105,33.2717,27.9524,39.9469,28.3696
Harrow 001B,95.8517,37.3394,29.9341,27.7438,42.4501,29.6212,10.9515,7.4053,35.0448,21.5901,21.0686,16.5837,43.2845,34.5233,24.0933,28.3696,39.9469,25.5535,34.3147,28.9954,21.5901,29.5169
Harrow 001C,96.999,38.4867,31.0814,28.8911,43.5974,30.7685,12.0988,8.0311,36.1921,22.7374,22.2159,17.731,44.4318,35.6706,25.2406,29.5169,41.0942,26.7008,35.462,30.1427,22.2159,30.6642
Harrow 001D,95.8517,37.3394,29.9341,27.7438,42.4501,29.5169,10.9515,6.8838,35.0448,21.5901,21.0686,16.5837,43.2845,34.5233,24.0933,28.3696,39.9469,25.5535,34.3147,28.9954,21.0686,29.5169
Harrow 002A,94.913,36.505,29.0997,26.9094,41.5114,28.6825,10.1171,7.5096,34.2104,20.7557,20.1299,15.7493,42.4501,33.6889,23.2589,27.4309,39.1125,24.7191,33.4803,28.161,40.1555,28.5782
Harrow 002B,95.5388,37.1308,29.7255,27.4309,42.1372,29.3083,10.7429,7.0924,34.7319,21.2772,20.7557,16.2708,42.9716,34.2104,23.8847,28.0567,39.634,25.2406,34.0018,28.7868,40.7813,29.204
Harrow 002C,94.7044,36.1921,28.7868,26.5965,41.1985,28.3696,9.8042,7.5096,29.204,20.4428,19.817,15.4364,42.1372,33.376,22.946,27.2223,38.7996,24.4062,33.1674,23.1546,40.7813,23.5718
Harrow 002D,97.4162,37.548,31.6029,26.7008,44.0146,31.1857,12.516,5.6322,28.0567,23.1546,20.0256,15.5407,44.849,33.4803,23.0503,27.3266,35.9835,23.5718,31.9158,22.0073,20.7557,22.4245
Harrow 002E,95.1216,36.7136,29.3083,27.0137,41.72,28.8911,10.3257,7.1967,29.7255,20.86,20.3385,15.8536,42.5544,33.7932,23.4675,27.6395,37.6523,24.8234,33.5846,23.6761,22.4245,24.0933
Harrow 003A,97.1033,38.6953,31.29,29.0997,43.7017,30.8728,12.3074,5.8408,27.6395,22.8417,22.3202,17.8353,44.5361,35.8792,25.4492,29.6212,35.5663,23.1546,35.6706,21.5901,19.9213,22.0073
Harrow 003B,96.6861,38.2781,30.8728,28.6825,43.2845,30.4556,11.8902,6.1537,27.9524,22.4245,21.903,17.4181,44.1189,35.462,25.032,29.204,35.8792,26.3879,35.1491,21.903,20.2342,22.3202
Harrow 003C,96.4775,37.9652,30.5599,28.3696,42.9716,30.1427,11.5773,6.4666,28.2653,22.2159,21.5901,17.2095,43.9103,35.1491,24.7191,28.9954,36.2964,26.1793,34.9405,22.2159,21.1729,22.7374
Harrow 003D,98.042,39.5297,32.2287,29.9341,44.6404,31.8115,13.1418,6.258,28.0567,23.7804,23.2589,18.774,45.4748,36.7136,26.2836,30.5599,35.9835,23.5718,31.8115,22.0073,19.9213,22.4245
Harrow 004A,98.9807,40.4684,33.1674,30.8728,45.5791,32.7502,14.0805,5.7365,27.5352,24.7191,24.1976,19.7127,46.4135,37.6523,27.3266,31.4986,35.462,23.0503,31.3943,21.4858,16.5837,21.903
Harrow 004B,100.9624,38.4867,35.0448,32.8545,47.5608,34.7319,16.0622,7.1967,28.9954,26.7008,26.1793,21.6944,48.3952,39.634,29.204,33.4803,36.9222,24.5105,32.7502,21.2772,14.1848,23.3632
Harrow 004C,100.0237,37.8609,34.2104,31.9158,46.6221,33.7932,15.2278,6.6752,28.3696,25.7621,25.2406,20.7557,47.4565,38.7996,28.3696,32.5416,36.2964,23.8847,32.1244,20.5471,15.2278,22.7374
Harrow 004D,101.3796,38.0695,35.5663,32.1244,47.978,35.1491,16.4794,6.8838,28.5782,27.118,25.3449,22.1116,48.8124,38.9039,28.4739,31.7072,36.505,24.0933,32.4373,20.86,13.7676,22.946
Harrow 005A,98.6678,35.9835,32.8545,30.6642,45.2662,32.4373,13.8719,4.6935,26.4922,24.4062,23.8847,19.3998,46.1006,37.4437,27.0137,31.1857,34.5233,22.0073,30.3513,20.5471,18.774,20.9643
Harrow 005B,98.7721,35.8792,32.9588,30.7685,45.3705,32.5416,13.9762,4.5892,26.3879,24.5105,23.989,19.5041,46.3092,37.548,27.118,31.29,34.419,21.903,30.247,20.4428,18.6697,20.86
Harrow 005C,98.2506,35.7749,32.333,30.1427,44.849,31.9158,13.3504,4.4849,26.2836,23.989,23.4675,18.9826,45.6834,36.9222,26.4922,30.7685,34.3147,21.7987,30.1427,20.3385,18.5654,20.7557
Harrow 005D,99.2936,36.4007,33.4803,31.1857,45.892,33.0631,14.4977,4.5892,26.9094,25.032,24.5105,20.0256,46.7264,37.9652,27.6395,31.8115,34.8362,22.4245,30.6642,19.0869,17.6267,21.2772
Harrow 005E,97.7291,39.2168,31.8115,29.6212,44.3275,31.4986,12.8289,4.9021,26.7008,23.4675,22.946,18.4611,45.1619,36.4007,25.9707,30.247,34.7319,22.2159,30.5599,20.7557,18.9826,21.1729
